_id,Produto,Categoria do Produto,Preço,Frete,Data da Compra,Vendedor,Local da compra,Avaliação da compra,Tipo de pagamento,Quantidade de parcelas,Latitude,Longitude
66911f17946bfa8c47880753,Celular ABXY,eletronicos,922.63,46.7117109229,2022-03/12,Beatriz Moraes,RJ,1,cartao_credito,3,-22.25,-42.66
66911f17946bfa8c47880754,Bicicleta,esporte e lazer,493.32,23.8522449607,2022-03/12,Pedro Gomes,RJ,5,boleto,1,-22.25,-42.66
66911f17946bfa8c47880755,Violão,instrumentos musicais,574.25,31.2640970747,2022-03/12,Beatriz Moraes,MG,5,cartao_credito,1,-18.1,-44.38
66911f17946bfa8c47880756,Modelagem preditiva,livros,60.34,3.4960493816,2023-03/12,Camila Ribeiro,SP,5,cartao_credito,3,-22.19,-48.79
66911f17946bfa8c47880757,Guarda roupas,moveis,640.78,31.7040463415,2023-03/12,Larissa Alves,SP,4,cartao_credito,1,-22.19,-48.79
66911f17946bfa8c47880758,Poltrona,moveis,316.26,26.8369784975,2023-03/12,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
66911f17946bfa8c47880759,Fone de ouvido,eletronicos,166.15,9.5339998043,2023-03/12,Mariana Ferreira,SP,5,cupom,1,-22.19,-48.79
66911f17946bfa8c4788075a,Xadrez de madeira,brinquedos,27.33,0.0,2023-03/12,Bruno Rodrigues,CE,5,cartao_credito,7,-5.2,-39.53
66911f17946bfa8c4788075b,Lavadora de roupas,eletrodomesticos,1777.85,99.1452027213,2023-03/12,Mariana Ferreira,RS,5,boleto,1,-30.17,-53.5
66911f17946bfa8c4788075c,Assistente virtual,eletronicos,354.65,19.4103105592,2023-03/12,Rafael Costa,SP,5,cartao_credito,6,-22.19,-48.79
66911f17946bfa8c4788075d,Boneca bebê,brinquedos,65.44,1.0689221964,2023-03/12,Mariana Ferreira,RJ,1,cartao_credito,5,-22.25,-42.66
66911f17946bfa8c4788075e,Ciência de dados com python,livros,92.38,2.5033961501,2023-03/12,Bianca Santos,RJ,5,cartao_credito,1,-22.25,-42.66
66911f17946bfa8c4788075f,Bola de vôlei,esporte e lazer,69.59,3.9885840539,2023-03/12,Isabella Pereira,MG,5,cartao_credito,5,-18.1,-44.38
66911f17946bfa8c47880760,Mesa de centro,moveis,213.23,8.9382950845,2023-03/12,Pedro Gomes,MT,5,cartao_credito,1,-12.64,-55.42
66911f17946bfa8c47880765,Boneca bebê,brinquedos,70.03,9.9708222081,2021-04/12,Juliana Costa,PE,5,cartao_credito,2,-8.38,-37.86
66911f17946bfa8c47880766,Cama box,moveis,676.45,33.6033665317,2021-04/12,Bruno Rodrigues,RS,5,boleto,1,-30.17,-53.5
66911f17946bfa8c47880767,Guitarra,instrumentos musicais,932.36,56.0249794499,2021-04/12,Pedro Gomes,SP,5,cartao_credito,1,-22.19,-48.79
66911f17946bfa8c47880768,Poltrona,moveis,300.74,13.5979393191,2021-04/12,Larissa Alves,RS,4,boleto,1,-30.17,-53.5
66911f17946bfa8c47880769,Lava louças,eletrodomesticos,1743.95,90.4445300608,2021-04/12,Bianca Santos,SP,5,boleto,1,-22.19,-48.79
66911f17946bfa8c4788076a,Bola de basquete,esporte e lazer,96.72,2.7344880936,2022-04/12,Juliana Costa,MT,5,cartao_credito,2,-12.64,-55.42
66911f17946bfa8c4788076b,Ciência de dados com python,livros,86.69,5.1470862266,2022-04/12,Camila Ribeiro,MG,5,cartao_credito,10,-18.1,-44.38
66911f17946bfa8c4788076c,Bateria,instrumentos musicais,1131.69,60.7901924448,2022-04/12,Thiago Silva,MG,3,boleto,1,-18.1,-44.38
66911f17946bfa8c4788076d,Jogo de tabuleiro,brinquedos,263.85,18.5292574445,2022-04/12,Pedro Gomes,MG,1,boleto,1,-18.1,-44.38
66911f17946bfa8c4788076e,Fogão,eletrodomesticos,1115.31,56.9713412637,2022-04/12,Juliana Costa,RJ,1,cartao_credito,1,-22.25,-42.66
66911f17946bfa8c4788076f,Headset,eletronicos,74.38,10.2024466216,2022-04/12,Bianca Santos,SP,2,cartao_credito,2,-22.19,-48.79
66911f17946bfa8c47880770,Tablet ABXY,eletronicos,1283.53,65.92855019,2022-04/12,Juliana Costa,RJ,4,boleto,1,-22.25,-42.66
66911f17946bfa8c47880771,Dinossauro Rex,brinquedos,20.49,1.7780430084,2022-04/12,Pedro Gomes,SP,5,cartao_credito,10,-22.19,-48.79
66911f17946bfa8c47880772,Corda de pular,esporte e lazer,12.33,0.0,2022-04/12,Felipe Santos,SP,3,cartao_credito,1,-22.19,-48.79
66911f17946bfa8c4788077b,Mesa de centro,moveis,244.44,19.2576300124,2021-05/12,Pedro Gomes,RJ,5,cartao_credito,4,-22.25,-42.66
66911f17946bfa8c4788077c,Faqueiro,utilidades domesticas,54.46,3.1829570711,2021-05/12,Bianca Santos,SC,5,cartao_credito,3,-27.45,-50.95
66911f17946bfa8c4788077d,Headset,eletronicos,234.88,24.1526815897,2021-05/12,Thiago Silva,RJ,1,cartao_credito,7,-22.25,-42.66
66911f17946bfa8c4788077e,Cubo mágico 8x8,brinquedos,24.78,1.608237264,2021-05/12,Beatriz Moraes,SE,5,boleto,1,-10.57,-37.45
66911f17946bfa8c4788077f,Mesa de centro,moveis,277.63,12.3674013433,2021-05/12,Pedro Gomes,RJ,5,cartao_credito,4,-22.25,-42.66
66911f17946bfa8c47880780,Jogo de tabuleiro,brinquedos,190.61,7.7338481346,2021-05/12,João Souza,SP,5,cartao_credito,1,-22.19,-48.79
66911f17946bfa8c47880781,Lavadora de roupas,eletrodomesticos,1750.79,99.6039147821,2021-05/12,Thiago Silva,SP,4,cartao_credito,1,-22.19,-48.79
66911f17946bfa8c47880782,Lavadora de roupas,eletrodomesticos,1602.08,82.890379363,2021-05/12,Bruno Rodrigues,SP,5,boleto,1,-22.19,-48.79
66911f17946bfa8c47880783,Ciência de dados com python,livros,56.26,6.15949207,2021-05/12,Lucas Oliveira,RS,1,cartao_credito,2,-30.17,-53.5
66911f17946bfa8c47880784,Lavadora de roupas,eletrodomesticos,1877.1,100.636940076,2022-05/12,Camila Ribeiro,DF,5,cartao_credito,8,-15.83,-47.86
66911f17946bfa8c47880785,Pandeiro,instrumentos musicais,66.79,1.1408056351,2022-05/12,Bianca Santos,MG,5,cartao_credito,6,-18.1,-44.38
66911f17946bfa8c47880786,Bateria,instrumentos musicais,906.67,48.8085543957,2022-05/12,Felipe Santos,RJ,5,cartao_credito,2,-22.25,-42.66
66911f17946bfa8c47880787,Boneca bebê,brinquedos,57.13,0.0,2022-05/12,Juliana Costa,RJ,5,boleto,1,-22.25,-42.66
66911f17946bfa8c47880788,Faqueiro,utilidades domesticas,43.84,5.4981644343,2022-05/12,Rafael Costa,PA,1,cartao_credito,1,-3.79,-52.48
66911f17946bfa8c47880789,Bateria,instrumentos musicais,1345.34,72.1664121993,2022-05/12,Rafael Costa,SP,1,cartao_debito,1,-22.19,-48.79
66911f17946bfa8c4788078a,Tablet ABXY,eletronicos,1272.97,65.3662619587,2022-05/12,Lucas Oliveira,SC,5,cartao_credito,2,-27.45,-50.95
66911f17946bfa8c4788078b,Fogão,eletrodomesticos,536.7,26.1620994561,2022-05/12,Lucas Oliveira,SP,1,boleto,1,-22.19,-48.79
66911f17946bfa8c4788078c,Dashboards com Power BI,livros,50.59,12.5510584307,2022-05/12,Bianca Santos,SP,4,boleto,1,-22.19,-48.79
66911f17946bfa8c47880794,Mesa de jantar,moveis,208.0,8.6598133184,2021-06/12,Rafael Costa,GO,4,boleto,1,-15.98,-49.86
66911f17946bfa8c47880795,Jogo de panelas,utilidades domesticas,295.32,16.0080274669,2021-06/12,Beatriz Moraes,RJ,1,cartao_credito,3,-22.25,-42.66
66911f17946bfa8c47880796,Bola de vôlei,esporte e lazer,67.85,3.8959342885,2021-06/12,João Souza,RS,5,boleto,1,-30.17,-53.5
66911f17946bfa8c47880797,Cubo mágico 8x8,brinquedos,29.74,0.0,2021-06/12,João Souza,RS,5,cartao_credito,2,-30.17,-53.5
66911f17946bfa8c47880798,Dinossauro Rex,brinquedos,18.8,1.889458617,2021-06/12,Camila Ribeiro,MG,5,boleto,1,-18.1,-44.38
66911f17946bfa8c47880799,Secadora de roupas,eletrodomesticos,1135.78,58.0613071816,2021-06/12,Beatriz Moraes,SP,5,cartao_credito,1,-22.19,-48.79
66911f17946bfa8c4788079a,Modelagem preditiva,livros,83.4,4.7239250079,2022-06/12,Pedro Gomes,SC,5,cartao_credito,4,-27.45,-50.95
66911f17946bfa8c4788079b,Micro-ondas,eletrodomesticos,887.28,47.5281166123,2022-06/12,Camila Ribeiro,GO,3,boleto,1,-15.98,-49.86
66911f17946bfa8c4788079c,Fogão,eletrodomesticos,1012.89,54.4644498431,2022-06/12,Felipe Santos,SP,3,boleto,1,-22.19,-48.79
66911f17946bfa8c4788079d,Cama box,moveis,845.07,45.6844473388,2022-06/12,Juliana Costa,SP,4,cartao_credito,3,-22.19,-48.79
66911f17946bfa8c4788079e,Blocos de montar,brinquedos,48.21,3.09814199,2022-06/12,João Souza,SP,2,cartao_credito,1,-22.19,-48.79
66911f17946bfa8c478807a8,Carrinho controle remoto,brinquedos,109.51,6.7194932247,2021-07/12,Rafael Costa,SP,1,boleto,1,-22.19,-48.79
66911f17946bfa8c478807a9,Sofá retrátil,moveis,926.01,46.8916857545,2021-07/12,Thiago Silva,RS,5,cartao_credito,4,-30.17,-53.5
66911f17946bfa8c478807aa,Headset,eletronicos,244.68,13.3115998125,2021-07/12,Bruno Rodrigues,RJ,5,boleto,1,-22.25,-42.66
66911f17946bfa8c478807ab,Xadrez de madeira,brinquedos,40.69,3.055035263,2021-07/12,Camila Ribeiro,SC,1,cartao_credito,3,-27.45,-50.95
66911f17946bfa8c478807ac,Fone de ouvido,eletronicos,88.35,4.9874976163,2021-07/12,Felipe Santos,SP,5,cartao_credito,3,-22.19,-48.79
66911f17946bfa8c478807ad,Cama king,moveis,808.28,43.5695828926,2021-07/12,João Souza,SP,5,cartao_credito,1,-22.19,-48.79
66911f17946bfa8c478807ae,Assistente virtual,eletronicos,275.2,15.5419872623,2021-07/12,Larissa Alves,RS,5,boleto,1,-30.17,-53.5
66911f17946bfa8c478807af,Celular Plus X42,eletronicos,2680.46,140.3108701606,2021-07/12,Larissa Alves,ES,4,boleto,1,-19.19,-40.34
66911f17946bfa8c478807b0,Fogão,eletrodomesticos,894.45,47.9155484455,2021-07/12,João Souza,ES,4,cartao_credito,1,-19.19,-40.34
66911f17946bfa8c478807b1,Sofá retrátil,moveis,970.53,52.2089072791,2022-07/12,Camila Ribeiro,PR,4,boleto,1,-24.89,-51.55
66911f17946bfa8c478807b2,Micro-ondas,eletrodomesticos,1082.54,55.2264373491,2022-07/12,Rafael Costa,MG,2,cartao_credito,10,-18.1,-44.38
66911f17946bfa8c478807b3,Cadeira de escritório,moveis,664.13,32.9473635952,2022-07/12,Rafael Costa,MG,5,cartao_credito,1,-18.1,-44.38
66911f17946bfa8c478807b4,Pandeiro,instrumentos musicais,63.47,3.9106910817,2022-07/12,Larissa Alves,SC,5,cartao_credito,10,-27.45,-50.95
66911f17946bfa8c478807b5,Cadeira de escritório,moveis,529.35,25.7707340679,2022-07/12,Pedro Gomes,PA,5,boleto,1,-3.79,-52.48
66911f17946bfa8c478807b6,TV Led UHD 4K,eletronicos,3618.85,192.976001447,2022-07/12,Thiago Silva,DF,5,boleto,1,-15.83,-47.86
66911f17946bfa8c478807b7,Pandeiro,instrumentos musicais,88.75,2.3101095706,2022-07/12,Rafael Costa,RJ,5,cartao_credito,2,-22.25,-42.66
66911f17946bfa8c478807b8,Jogo de panelas,utilidades domesticas,155.1,9.9114027488,2022-07/12,Thiago Silva,RJ,1,cartao_credito,1,-22.25,-42.66
66911f17946bfa8c478807b9,Jogo de tabuleiro,brinquedos,228.21,12.8385081028,2022-07/12,João Souza,SP,5,cartao_credito,2,-22.19,-48.79
66911f17946bfa8c478807ba,Cômoda,moveis,375.61,21.39921786,2022-07/12,Larissa Alves,SP,1,cartao_credito,3,-22.19,-48.79
66911f17946bfa8c478807c4,Guitarra,instrumentos musicais,1034.05,52.6444907265,2021-08/12,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
66911f17946bfa8c478807c5,Impressora,eletronicos,401.04,18.9386125762,2021-08/12,Isabella Pereira,SP,5,cartao_credito,4,-22.19,-48.79
66911f17946bfa8c478807c6,Faqueiro,utilidades domesticas,41.46,0.0,2021-08/12,Juliana Costa,SP,1,cartao_credito,1,-22.19,-48.79
66911f17946bfa8c478807c7,Corda de pular,esporte e lazer,30.12,0.0,2021-08/12,Isabella Pereira,RJ,5,boleto,1,-22.25,-42.66
66911f17946bfa8c478807c8,Sofá retrátil,moveis,909.57,46.0163052126,2021-08/12,Camila Ribeiro,MG,5,cartao_credito,1,-18.1,-44.38
66911f17946bfa8c478807c9,Jogo de panelas,utilidades domesticas,255.84,11.2071493964,2021-08/12,Bruno Rodrigues,GO,5,cartao_credito,3,-15.98,-49.86
66911f17946bfa8c478807ca,Guitarra,instrumentos musicais,1081.16,58.0996219594,2021-08/12,Lucas Oliveira,BA,5,cartao_credito,4,-13.29,-41.71
66911f17946bfa8c478807cb,Guarda roupas,moveis,641.57,34.6927769236,2021-08/12,Bruno Rodrigues,PR,5,cartao_credito,2,-24.89,-51.55
66911f17946bfa8c478807cc,Geladeira,eletrodomesticos,2556.1,136.3934120315,2021-08/12,Larissa Alves,SP,5,cartao_credito,2,-22.19,-48.79
66911f17946bfa8c478807cd,Cama king,moveis,1134.59,61.1005163458,2021-08/12,Larissa Alves,PR,3,cartao_credito,1,-24.89,-51.55
66911f17946bfa8c478807ce,Dinossauro Rex,brinquedos,19.8,1.5853949587,2022-08/12,Pedro Gomes,PR,4,cartao_credito,2,-24.89,-51.55
66911f17946bfa8c478807cf,Cama box,moveis,848.85,42.7831478829,2022-08/12,Juliana Costa,PR,5,cupom,1,-24.89,-51.55
66911f17946bfa8c478807d0,Modelagem preditiva,livros,87.61,7.8287852565,2022-08/12,Camila Ribeiro,SP,5,cartao_credito,1,-22.19,-48.79
66911f17946bfa8c478807d1,Impressora,eletronicos,388.29,18.2597134333,2022-08/12,João Souza,RJ,5,cartao_credito,1,-22.25,-42.66
66911f17946bfa8c478807d2,Lavadora de roupas,eletrodomesticos,1775.24,94.8093152701,2022-08/12,Larissa Alves,RJ,4,cartao_credito,1,-22.25,-42.66
66911f17946bfa8c478807d3,Geladeira,eletrodomesticos,2977.24,156.1135123266,2022-08/12,Rafael Costa,MG,5,cartao_credito,1,-18.1,-44.38
66911f17946bfa8c478807d4,Sofá retrátil,moveis,926.16,46.8996728032,2022-08/12,Rafael Costa,SP,5,boleto,1,-22.19,-48.79
66911f17946bfa8c478807d5,Cômoda,moveis,385.81,21.4830696599,2022-08/12,Lucas Oliveira,SC,5,cartao_credito,4,-27.45,-50.95
66911f17946bfa8c478807d6,Faqueiro,utilidades domesticas,45.3,2.7008655315,2022-08/12,Bianca Santos,SC,5,cartao_credito,3,-27.45,-50.95
66911f17946bfa8c478807e1,Panela de pressão,utilidades domesticas,111.94,6.243594148,2021-09/12,Rafael Costa,ES,5,cartao_credito,10,-19.19,-40.34
66911f17946bfa8c478807e2,TV Led UHD 4K,eletronicos,2131.82,114.2000137754,2021-09/12,Lucas Oliveira,RS,5,cartao_credito,3,-30.17,-53.5
66911f17946bfa8c478807e3,Iniciando em programação,livros,55.85,3.5049490058,2021-09/12,Beatriz Moraes,SP,3,cartao_credito,4,-22.19,-48.79
66911f17946bfa8c478807e4,Geladeira,eletrodomesticos,2316.48,120.9300301594,2021-09/12,Mariana Ferreira,PE,4,cartao_credito,9,-8.38,-37.86
66911f17946bfa8c478807e5,Blocos de montar,brinquedos,41.53,0.0,2021-09/12,Mariana Ferreira,SP,5,boleto,1,-22.19,-48.79
66911f17946bfa8c478807e6,Bicicleta,esporte e lazer,746.37,37.3263961841,2021-09/12,Felipe Santos,SP,1,boleto,1,-22.19,-48.79
66911f17946bfa8c478807e7,Cômoda,moveis,440.65,24.8624021935,2021-09/12,Pedro Gomes,RS,5,cartao_credito,6,-30.17,-53.5
66911f17946bfa8c478807e8,Cama king,moveis,587.11,32.2016890683,2021-09/12,Bianca Santos,SP,1,cartao_credito,1,-22.19,-48.79
66911f17946bfa8c478807e9,Cômoda,moveis,423.2,22.8172527523,2022-09/12,Rafael Costa,RJ,1,cartao_credito,1,-22.25,-42.66
66911f17946bfa8c478807ea,Micro-ondas,eletrodomesticos,594.9,37.9185706873,2022-09/12,Isabella Pereira,MG,5,cartao_credito,3,-18.1,-44.38
66911f17946bfa8c478807eb,Poltrona,moveis,350.63,16.2544317298,2022-09/12,Mariana Ferreira,MG,4,cartao_credito,10,-18.1,-44.38
66911f17946bfa8c478807ec,Mesa de centro,moveis,244.54,13.5472843145,2022-09/12,Lucas Oliveira,MG,4,cartao_credito,6,-18.1,-44.38
66911f17946bfa8c478807ed,Carrinho controle remoto,brinquedos,113.57,3.631699902,2022-09/12,Pedro Gomes,SP,5,boleto,1,-22.19,-48.79
66911f17946bfa8c478807ee,Fone de ouvido,eletronicos,86.55,2.192966189,2022-09/12,João Souza,SP,3,cartao_credito,10,-22.19,-48.79
66911f17946bfa8c478807f3,Carrinho controle remoto,brinquedos,91.61,2.4623959665,2021-10/12,Larissa Alves,SP,5,boleto,1,-22.19,-48.79
66911f17946bfa8c478807f4,Dinossauro Rex,brinquedos,26.47,2.2978630425,2021-10/12,Bianca Santos,PE,1,cartao_credito,3,-8.38,-37.86
66911f17946bfa8c478807f5,Headset,eletronicos,109.94,3.4384133225,2021-10/12,Juliana Costa,AC,2,cartao_credito,7,-8.77,-70.55
66911f17946bfa8c478807f6,Assistente virtual,eletronicos,330.35,17.8732695826,2021-10/12,Larissa Alves,SC,3,cartao_credito,6,-27.45,-50.95
66911f17946bfa8c478807f7,Cadeira de escritório,moveis,306.89,17.229384426,2021-10/12,João Souza,SP,4,boleto,1,-22.19,-48.79
66911f17946bfa8c478807f8,Panela de pressão,utilidades domesticas,119.86,3.9666234791,2021-10/12,Juliana Costa,SC,1,cartao_credito,3,-27.45,-50.95
66911f17946bfa8c478807f9,Celular ABXY,eletronicos,1278.3,65.6500684239,2021-10/12,Felipe Santos,RJ,5,cartao_credito,7,-22.25,-42.66
66911f17946bfa8c478807fa,Copo térmico,esporte e lazer,58.21,0.0,2021-10/12,Juliana Costa,DF,2,cartao_credito,10,-15.83,-47.86
66911f17946bfa8c478807fb,Impressora,eletronicos,370.68,17.3220339113,2021-10/12,Rafael Costa,MG,4,cartao_credito,1,-18.1,-44.38
66911f17946bfa8c478807fc,Bola de basquete,esporte e lazer,56.72,3.5512738885,2021-10/12,João Souza,SP,5,cartao_credito,6,-22.19,-48.79
66911f17946bfa8c478807fd,Lavadora de roupas,eletrodomesticos,1987.13,103.3931334772,2021-10/12,Bruno Rodrigues,MG,5,cartao_credito,1,-18.1,-44.38
66911f17946bfa8c478807fe,Fogão,eletrodomesticos,1369.13,70.4864926706,2021-10/12,Pedro Gomes,SP,4,cartao_credito,3,-22.19,-48.79
66911f17946bfa8c478807ff,Assistente virtual,eletronicos,254.85,14.0962607979,2022-10/12,Rafael Costa,DF,4,cartao_credito,4,-15.83,-47.86
66911f17946bfa8c47880800,Bola de basquete,esporte e lazer,36.79,13.6049850244,2022-10/12,Camila Ribeiro,RS,1,cartao_credito,1,-30.17,-53.5
66911f17946bfa8c47880801,Guarda roupas,moveis,679.93,36.7353315212,2022-10/12,João Souza,RJ,5,cartao_credito,2,-22.25,-42.66
66911f17946bfa8c47880802,Faqueiro,utilidades domesticas,74.2,4.637938927,2022-10/12,Pedro Gomes,CE,4,cartao_credito,3,-5.2,-39.53
66911f17946bfa8c4788080b,Faqueiro,utilidades domesticas,70.55,1.3410143235,2021-11/12,Larissa Alves,CE,1,cartao_credito,3,-5.2,-39.53
66911f17946bfa8c4788080c,Lavadora de roupas,eletrodomesticos,1749.12,93.4185038496,2021-11/12,Juliana Costa,PR,4,cartao_credito,5,-24.89,-51.55
66911f17946bfa8c4788080d,Faqueiro,utilidades domesticas,71.4,1.3862742664,2021-11/12,Felipe Santos,PR,1,cartao_credito,1,-24.89,-51.55
66911f17946bfa8c4788080e,Fogão,eletrodomesticos,1230.52,71.9011024643,2021-11/12,Bruno Rodrigues,SP,5,cartao_debito,1,-22.19,-48.79
66911f17946bfa8c4788080f,Carrinho controle remoto,brinquedos,75.38,4.7007703771,2021-11/12,Pedro Gomes,SP,2,cartao_credito,7,-22.19,-48.79
66911f17946bfa8c47880810,Celular ABXY,eletronicos,1175.85,62.8992518807,2021-11/12,Camila Ribeiro,RJ,4,boleto,1,-22.25,-42.66
66911f17946bfa8c47880811,Guarda roupas,moveis,690.42,37.6512031129,2021-11/12,Pedro Gomes,GO,4,cartao_credito,1,-15.98,-49.86
66911f17946bfa8c47880812,Pandeiro,instrumentos musicais,83.14,2.0113939477,2021-11/12,Felipe Santos,SP,5,cartao_credito,4,-22.19,-48.79
66911f17946bfa8c47880813,Lavadora de roupas,eletrodomesticos,1785.1,92.6356437649,2021-11/12,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
66911f17946bfa8c47880814,Iniciando em programação,livros,44.94,3.7920351489,2021-11/12,Bianca Santos,RJ,3,cartao_credito,4,-22.25,-42.66
66911f17946bfa8c47880815,Lavadora de roupas,eletrodomesticos,1869.34,100.2237434212,2021-11/12,Beatriz Moraes,RJ,5,cartao_credito,2,-22.25,-42.66
66911f17946bfa8c47880816,Bola de basquete,esporte e lazer,87.82,2.2605898684,2021-11/12,Larissa Alves,SP,5,cartao_credito,10,-22.19,-48.79
66911f17946bfa8c47880817,TV Led UHD 4K,eletronicos,3449.89,184.5846790132,2021-11/12,Beatriz Moraes,SP,5,boleto,1,-22.19,-48.79
66911f17946bfa8c47880818,Dinossauro Rex,brinquedos,24.06,1.5642485265,2021-11/12,Bruno Rodrigues,MG,5,cartao_credito,5,-18.1,-44.38
66911f17946bfa8c47880819,Violão,instrumentos musicais,295.1,16.6016023951,2021-11/12,Pedro Gomes,SP,4,cartao_credito,8,-22.19,-48.79
66911f17946bfa8c4788081a,Jogo de panelas,utilidades domesticas,171.76,6.730142343,2021-11/12,Lucas Oliveira,SP,5,cartao_credito,1,-22.19,-48.79
66911f17946bfa8c4788081b,Mesa de jantar,moveis,242.42,10.4925747692,2022-11/12,Felipe Santos,SP,5,boleto,1,-22.19,-48.79
66911f17946bfa8c4788081c,Bola de basquete,esporte e lazer,79.48,1.8165099585,2022-11/12,Lucas Oliveira,SP,4,cartao_debito,1,-22.19,-48.79
66911f17946bfa8c4788081d,Cubo mágico 8x8,brinquedos,24.26,0.0,2022-11/12,Rafael Costa,SP,1,cartao_credito,5,-22.19,-48.79
66911f17946bfa8c4788081e,Smart TV,eletronicos,2403.96,125.5880769842,2022-11/12,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
66911f17946bfa8c4788081f,Blocos de montar,brinquedos,48.37,5.7393733063,2022-11/12,João Souza,ES,5,cartao_credito,8,-19.19,-40.34
66911f17946bfa8c47880826,Guarda roupas,moveis,643.56,34.9546460623,2021-12/12,Bruno Rodrigues,PI,5,cartao_credito,3,-6.6,-42.28
66911f17946bfa8c47880827,Bola de vôlei,esporte e lazer,58.5,0.0,2021-12/12,Lucas Oliveira,PR,5,cartao_credito,2,-24.89,-51.55
66911f17946bfa8c47880828,Lava louças,eletrodomesticos,1856.23,96.4231022772,2021-12/12,Isabella Pereira,SP,3,cartao_credito,1,-22.19,-48.79
66911f17946bfa8c47880829,Cubo mágico 8x8,brinquedos,14.0,3.9092742051,2021-12/12,Rafael Costa,SP,5,cartao_debito,1,-22.19,-48.79
66911f17946bfa8c4788082a,Secadora de roupas,eletrodomesticos,1953.42,101.5981773904,2021-12/12,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
66911f17946bfa8c4788082b,Jogo de tabuleiro,brinquedos,327.59,15.0276210434,2021-12/12,Thiago Silva,PE,4,cartao_credito,10,-8.38,-37.86
66911f17946bfa8c4788082c,Corda de pular,esporte e lazer,11.52,0.0,2021-12/12,João Souza,RN,3,cartao_credito,6,-5.81,-36.59
66911f17946bfa8c4788082d,Fone de ouvido,eletronicos,57.74,9.4540956599,2022-12/12,Rafael Costa,SP,5,cartao_credito,1,-22.19,-48.79
66911f17946bfa8c4788082e,Poltrona,moveis,266.06,11.7513336505,2022-12/12,Thiago Silva,SP,2,boleto,1,-22.19,-48.79
66911f17946bfa8c4788082f,Mesa de centro,moveis,288.46,15.890731721,2022-12/12,Camila Ribeiro,CE,4,cartao_credito,8,-5.2,-39.53
66911f17946bfa8c47880836,Jogo de tabuleiro,brinquedos,304.53,16.9023185014,2021-01/13,Camila Ribeiro,SP,4,cupom,1,-22.19,-48.79
66911f17946bfa8c47880837,Impressora,eletronicos,309.59,17.0158406534,2021-01/13,Felipe Santos,MG,5,cartao_credito,1,-18.1,-44.38
66911f17946bfa8c47880838,Mesa de jantar,moveis,231.49,9.910585151,2021-01/13,Felipe Santos,SP,2,cupom,1,-22.19,-48.79
66911f17946bfa8c47880839,Faqueiro,utilidades domesticas,52.9,7.2968045673,2021-01/13,Bianca Santos,RJ,2,cartao_credito,1,-22.25,-42.66
66911f17946bfa8c4788083a,Impressora,eletronicos,446.49,26.9380656006,2021-01/13,Isabella Pereira,SP,5,boleto,1,-22.19,-48.79
66911f17946bfa8c4788083b,Dashboards com Power BI,livros,54.47,3.4314681574,2021-01/13,Lucas Oliveira,SP,4,boleto,1,-22.19,-48.79
66911f17946bfa8c4788083c,Tablet ABXY,eletronicos,1849.15,99.1486866609,2022-01/13,João Souza,SP,5,boleto,1,-22.19,-48.79
66911f17946bfa8c4788083d,Headset,eletronicos,60.73,3.7599547892,2022-01/13,Juliana Costa,RS,4,cartao_credito,10,-30.17,-53.5
66911f17946bfa8c4788083e,Guitarra,instrumentos musicais,1160.5,59.3775728139,2022-01/13,Camila Ribeiro,PE,4,cartao_credito,6,-8.38,-37.86
66911f17946bfa8c4788083f,Secadora de roupas,eletrodomesticos,1950.84,101.4608001521,2022-01/13,Isabella Pereira,SP,1,cartao_credito,1,-22.19,-48.79
66911f17946bfa8c47880840,Pandeiro,instrumentos musicais,68.26,1.2190787128,2022-01/13,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
66911f17946bfa8c47880841,Cama king,moveis,1248.22,78.1099880539,2023-01/13,Rafael Costa,GO,1,cartao_credito,3,-15.98,-49.86
66911f17946bfa8c47880842,Fogão,eletrodomesticos,787.77,39.5308216362,2023-01/13,Lucas Oliveira,MA,1,boleto,1,-5.42,-45.44
66911f17946bfa8c47880843,Geladeira,eletrodomesticos,3273.37,175.1855200566,2023-01/13,Isabella Pereira,SP,1,cupom,1,-22.19,-48.79
66911f17946bfa8c4788084b,Fone de ouvido,eletronicos,172.05,10.5602602507,2021-02/13,Thiago Silva,PE,5,cartao_credito,5,-8.38,-37.86
66911f17946bfa8c4788084c,Micro-ondas,eletrodomesticos,515.0,25.0066397385,2021-02/13,Juliana Costa,MG,3,boleto,1,-18.1,-44.38
66911f17946bfa8c4788084d,Lavadora de roupas,eletrodomesticos,1998.36,103.9910971928,2021-02/13,Pedro Gomes,MG,5,boleto,1,-18.1,-44.38
66911f17946bfa8c4788084e,Jogo de copos,utilidades domesticas,30.48,1.9060942126,2021-02/13,Isabella Pereira,SP,5,cartao_credito,1,-22.19,-48.79
66911f17946bfa8c4788084f,Cama box,moveis,766.15,41.3262871366,2021-02/13,Pedro Gomes,SP,4,cartao_credito,2,-22.19,-48.79
66911f17946bfa8c47880850,Fone de ouvido,eletronicos,68.2,1.2158838933,2021-02/13,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
